,Marital status,Sex,Age,Number of people,Year,Quarter
1666,Married/separated,Men,100-109 years,0,2012,2
1667,Married/separated,Men,110 years +,0,2012,2
1668,Married/separated,Women,0-9 years,0,2012,2
1669,Married/separated,Women,10-19 years,29,2012,2
1670,Married/separated,Women,20-29 years,5947,2012,2
1671,Married/separated,Women,30-39 years,19945,2012,2
1672,Married/separated,Women,40-49 years,14960,2012,2
1673,Married/separated,Women,50-59 years,11890,2012,2
1674,Married/separated,Women,60-69 years,9717,2012,2
1675,Married/separated,Women,70-79 years,3746,2012,2
1676,Married/separated,Women,80-89 years,1105,2012,2
1677,Married/separated,Women,90-99 years,109,2012,2
1678,Married/separated,Women,100-109 years,2,2012,2
1679,Married/separated,Women,110 years +,0,2012,2
1680,Widowed,Men,0-9 years,0,2012,2
1681,Widowed,Men,10-19 years,0,2012,2
1682,Widowed,Men,20-29 years,1,2012,2
1683,Widowed,Men,30-39 years,41,2012,2
1684,Widowed,Men,40-49 years,127,2012,2
1685,Widowed,Men,50-59 years,309,2012,2
1686,Widowed,Men,60-69 years,765,2012,2
1687,Widowed,Men,70-79 years,953,2012,2
1688,Widowed,Men,80-89 years,1051,2012,2
1689,Widowed,Men,90-99 years,365,2012,2
1690,Widowed,Men,100-109 years,5,2012,2
1691,Widowed,Men,110 years +,0,2012,2
1692,Widowed,Women,0-9 years,0,2012,2
1693,Widowed,Women,10-19 years,0,2012,2
1694,Widowed,Women,20-29 years,11,2012,2
1695,Widowed,Women,30-39 years,105,2012,2
1696,Widowed,Women,40-49 years,337,2012,2
1697,Widowed,Women,50-59 years,983,2012,2
1698,Widowed,Women,60-69 years,2469,2012,2
1699,Widowed,Women,70-79 years,3750,2012,2
1700,Widowed,Women,80-89 years,4677,2012,2
1701,Widowed,Women,90-99 years,2013,2012,2
1702,Widowed,Women,100-109 years,72,2012,2
1703,Widowed,Women,110 years +,0,2012,2
1704,Divorced,Men,0-9 years,0,2012,2
1705,Divorced,Men,10-19 years,0,2012,2
1706,Divorced,Men,20-29 years,210,2012,2
1707,Divorced,Men,30-39 years,2516,2012,2
1708,Divorced,Men,40-49 years,5601,2012,2
1709,Divorced,Men,50-59 years,5095,2012,2
1710,Divorced,Men,60-69 years,5192,2012,2
1711,Divorced,Men,70-79 years,2189,2012,2
1712,Divorced,Men,80-89 years,538,2012,2
1713,Divorced,Men,90-99 years,48,2012,2
1714,Divorced,Men,100-109 years,0,2012,2
1715,Divorced,Men,110 years +,0,2012,2
1716,Divorced,Women,0-9 years,0,2012,2
1717,Divorced,Women,10-19 years,0,2012,2
1718,Divorced,Women,20-29 years,457,2012,2
1719,Divorced,Women,30-39 years,3659,2012,2
1720,Divorced,Women,40-49 years,6321,2012,2
1721,Divorced,Women,50-59 years,6241,2012,2
1722,Divorced,Women,60-69 years,6972,2012,2
1723,Divorced,Women,70-79 years,3474,2012,2
1724,Divorced,Women,80-89 years,1431,2012,2
1725,Divorced,Women,90-99 years,358,2012,2
1726,Divorced,Women,100-109 years,11,2012,2
1727,Divorced,Women,110 years +,0,2012,2
1728,Never married,Men,0-9 years,32528,2012,3
1729,Never married,Men,10-19 years,22042,2012,3
1730,Never married,Men,20-29 years,56430,2012,3
1731,Never married,Men,30-39 years,36828,2012,3
1732,Never married,Men,40-49 years,16449,2012,3
1733,Never married,Men,50-59 years,8656,2012,3
1734,Never married,Men,60-69 years,4303,2012,3
1735,Never married,Men,70-79 years,1247,2012,3
1736,Never married,Men,80-89 years,315,2012,3
1737,Never married,Men,90-99 years,41,2012,3
1738,Never married,Men,100-109 years,1,2012,3
1739,Never married,Men,110 years +,0,2012,3
1740,Never married,Women,0-9 years,31122,2012,3
1741,Never married,Women,10-19 years,21866,2012,3
1742,Never married,Women,20-29 years,61740,2012,3
1743,Never married,Women,30-39 years,29376,2012,3
1744,Never married,Women,40-49 years,12017,2012,3
1745,Never married,Women,50-59 years,6473,2012,3
1746,Never married,Women,60-69 years,3301,2012,3
1747,Never married,Women,70-79 years,1143,2012,3
1748,Never married,Women,80-89 years,677,2012,3
1749,Never married,Women,90-99 years,256,2012,3
1750,Never married,Women,100-109 years,10,2012,3
1751,Never married,Women,110 years +,0,2012,3
1752,Married/separated,Men,0-9 years,0,2012,3
1753,Married/separated,Men,10-19 years,9,2012,3
1754,Married/separated,Men,20-29 years,3367,2012,3
1755,Married/separated,Men,30-39 years,17812,2012,3
1756,Married/separated,Men,40-49 years,16909,2012,3
1757,Married/separated,Men,50-59 years,12647,2012,3
1758,Married/separated,Men,60-69 years,11377,2012,3
1759,Married/separated,Men,70-79 years,5120,2012,3
1760,Married/separated,Men,80-89 years,1647,2012,3
1761,Married/separated,Men,90-99 years,210,2012,3
1762,Married/separated,Men,100-109 years,0,2012,3
1763,Married/separated,Men,110 years +,0,2012,3
1764,Married/separated,Women,0-9 years,0,2012,3
1765,Married/separated,Women,10-19 years,26,2012,3
1766,Married/separated,Women,20-29 years,5988,2012,3
1767,Married/separated,Women,30-39 years,19975,2012,3
1768,Married/separated,Women,40-49 years,15111,2012,3
1769,Married/separated,Women,50-59 years,11918,2012,3
1770,Married/separated,Women,60-69 years,9744,2012,3
1771,Married/separated,Women,70-79 years,3801,2012,3
1772,Married/separated,Women,80-89 years,1090,2012,3
1773,Married/separated,Women,90-99 years,105,2012,3
1774,Married/separated,Women,100-109 years,2,2012,3
1775,Married/separated,Women,110 years +,0,2012,3
1776,Widowed,Men,0-9 years,0,2012,3
1777,Widowed,Men,10-19 years,0,2012,3
1778,Widowed,Men,20-29 years,1,2012,3
1779,Widowed,Men,30-39 years,40,2012,3
1780,Widowed,Men,40-49 years,121,2012,3
1781,Widowed,Men,50-59 years,314,2012,3
1782,Widowed,Men,60-69 years,762,2012,3
1783,Widowed,Men,70-79 years,943,2012,3
1784,Widowed,Men,80-89 years,1039,2012,3
1785,Widowed,Men,90-99 years,372,2012,3
1786,Widowed,Men,100-109 years,4,2012,3
1787,Widowed,Men,110 years +,0,2012,3
1788,Widowed,Women,0-9 years,0,2012,3
1789,Widowed,Women,10-19 years,0,2012,3
1790,Widowed,Women,20-29 years,11,2012,3
1791,Widowed,Women,30-39 years,101,2012,3
1792,Widowed,Women,40-49 years,339,2012,3
1793,Widowed,Women,50-59 years,972,2012,3
1794,Widowed,Women,60-69 years,2469,2012,3
1795,Widowed,Women,70-79 years,3723,2012,3
1796,Widowed,Women,80-89 years,4621,2012,3
1797,Widowed,Women,90-99 years,1995,2012,3
1798,Widowed,Women,100-109 years,72,2012,3
1799,Widowed,Women,110 years +,0,2012,3
1800,Divorced,Men,0-9 years,0,2012,3
1801,Divorced,Men,10-19 years,0,2012,3
1802,Divorced,Men,20-29 years,206,2012,3
1803,Divorced,Men,30-39 years,2496,2012,3
1804,Divorced,Men,40-49 years,5596,2012,3
1805,Divorced,Men,50-59 years,5098,2012,3
1806,Divorced,Men,60-69 years,5157,2012,3
1807,Divorced,Men,70-79 years,2243,2012,3
1808,Divorced,Men,80-89 years,537,2012,3
1809,Divorced,Men,90-99 years,50,2012,3
1810,Divorced,Men,100-109 years,0,2012,3
1811,Divorced,Men,110 years +,0,2012,3
1812,Divorced,Women,0-9 years,0,2012,3
1813,Divorced,Women,10-19 years,0,2012,3
1814,Divorced,Women,20-29 years,454,2012,3
1815,Divorced,Women,30-39 years,3592,2012,3
1816,Divorced,Women,40-49 years,6344,2012,3
1817,Divorced,Women,50-59 years,6263,2012,3
1818,Divorced,Women,60-69 years,6949,2012,3
1819,Divorced,Women,70-79 years,3516,2012,3
1820,Divorced,Women,80-89 years,1458,2012,3
1821,Divorced,Women,90-99 years,355,2012,3
1822,Divorced,Women,100-109 years,8,2012,3
1823,Divorced,Women,110 years +,0,2012,3
1824,Never married,Men,0-9 years,32657,2012,4
1825,Never married,Men,10-19 years,22293,2012,4
1826,Never married,Men,20-29 years,58208,2012,4
1827,Never married,Men,30-39 years,36540,2012,4
1828,Never married,Men,40-49 years,16513,2012,4
1829,Never married,Men,50-59 years,8720,2012,4
1830,Never married,Men,60-69 years,4349,2012,4
1831,Never married,Men,70-79 years,1266,2012,4
1832,Never married,Men,80-89 years,309,2012,4
1833,Never married,Men,90-99 years,43,2012,4
1834,Never married,Men,100-109 years,1,2012,4
1835,Never married,Men,110 years +,0,2012,4
1836,Never married,Women,0-9 years,31163,2012,4
1837,Never married,Women,10-19 years,22342,2012,4
1838,Never married,Women,20-29 years,64353,2012,4
1839,Never married,Women,30-39 years,29159,2012,4
1840,Never married,Women,40-49 years,12106,2012,4
1841,Never married,Women,50-59 years,6522,2012,4
1842,Never married,Women,60-69 years,3372,2012,4
1843,Never married,Women,70-79 years,1134,2012,4
1844,Never married,Women,80-89 years,692,2012,4
1845,Never married,Women,90-99 years,245,2012,4
1846,Never married,Women,100-109 years,13,2012,4
1847,Never married,Women,110 years +,0,2012,4
1848,Married/separated,Men,0-9 years,0,2012,4
1849,Married/separated,Men,10-19 years,7,2012,4
1850,Married/separated,Men,20-29 years,3474,2012,4
1851,Married/separated,Men,30-39 years,18003,2012,4
1852,Married/separated,Men,40-49 years,17003,2012,4
1853,Married/separated,Men,50-59 years,12736,2012,4
1854,Married/separated,Men,60-69 years,11335,2012,4
1855,Married/separated,Men,70-79 years,5215,2012,4
1856,Married/separated,Men,80-89 years,1636,2012,4
1857,Married/separated,Men,90-99 years,213,2012,4
1858,Married/separated,Men,100-109 years,0,2012,4
1859,Married/separated,Men,110 years +,0,2012,4
1860,Married/separated,Women,0-9 years,0,2012,4
1861,Married/separated,Women,10-19 years,29,2012,4
1862,Married/separated,Women,20-29 years,6138,2012,4
1863,Married/separated,Women,30-39 years,20071,2012,4
1864,Married/separated,Women,40-49 years,15266,2012,4
1865,Married/separated,Women,50-59 years,11962,2012,4
1866,Married/separated,Women,60-69 years,9752,2012,4
1867,Married/separated,Women,70-79 years,3839,2012,4
1868,Married/separated,Women,80-89 years,1097,2012,4
1869,Married/separated,Women,90-99 years,101,2012,4
1870,Married/separated,Women,100-109 years,3,2012,4
1871,Married/separated,Women,110 years +,0,2012,4
1872,Widowed,Men,0-9 years,0,2012,4
1873,Widowed,Men,10-19 years,0,2012,4
1874,Widowed,Men,20-29 years,0,2012,4
1875,Widowed,Men,30-39 years,37,2012,4
1876,Widowed,Men,40-49 years,114,2012,4
1877,Widowed,Men,50-59 years,313,2012,4
1878,Widowed,Men,60-69 years,762,2012,4
1879,Widowed,Men,70-79 years,922,2012,4
1880,Widowed,Men,80-89 years,1048,2012,4
1881,Widowed,Men,90-99 years,374,2012,4
1882,Widowed,Men,100-109 years,6,2012,4
1883,Widowed,Men,110 years +,0,2012,4
1884,Widowed,Women,0-9 years,0,2012,4
1885,Widowed,Women,10-19 years,0,2012,4
1886,Widowed,Women,20-29 years,13,2012,4
1887,Widowed,Women,30-39 years,97,2012,4
1888,Widowed,Women,40-49 years,326,2012,4
1889,Widowed,Women,50-59 years,970,2012,4
1890,Widowed,Women,60-69 years,2460,2012,4
1891,Widowed,Women,70-79 years,3718,2012,4
1892,Widowed,Women,80-89 years,4550,2012,4
1893,Widowed,Women,90-99 years,1985,2012,4
1894,Widowed,Women,100-109 years,75,2012,4
1895,Widowed,Women,110 years +,0,2012,4
1896,Divorced,Men,0-9 years,0,2012,4
1897,Divorced,Men,10-19 years,0,2012,4
1898,Divorced,Men,20-29 years,211,2012,4
1899,Divorced,Men,30-39 years,2426,2012,4
1900,Divorced,Men,40-49 years,5564,2012,4
1901,Divorced,Men,50-59 years,5147,2012,4
1902,Divorced,Men,60-69 years,5091,2012,4
1903,Divorced,Men,70-79 years,2281,2012,4
1904,Divorced,Men,80-89 years,546,2012,4
1905,Divorced,Men,90-99 years,48,2012,4
1906,Divorced,Men,100-109 years,1,2012,4
1907,Divorced,Men,110 years +,0,2012,4
1908,Divorced,Women,0-9 years,0,2012,4
1909,Divorced,Women,10-19 years,0,2012,4
1910,Divorced,Women,20-29 years,469,2012,4
1911,Divorced,Women,30-39 years,3490,2012,4
1912,Divorced,Women,40-49 years,6395,2012,4
1913,Divorced,Women,50-59 years,6276,2012,4
1914,Divorced,Women,60-69 years,6917,2012,4
1915,Divorced,Women,70-79 years,3592,2012,4
1916,Divorced,Women,80-89 years,1449,2012,4
1917,Divorced,Women,90-99 years,358,2012,4
1918,Divorced,Women,100-109 years,9,2012,4
1919,Divorced,Women,110 years +,0,2012,4
1920,Never married,Men,0-9 years,32868,2013,1
1921,Never married,Men,10-19 years,22262,2013,1
1922,Never married,Men,20-29 years,58487,2013,1
1923,Never married,Men,30-39 years,36668,2013,1
1924,Never married,Men,40-49 years,16598,2013,1
1925,Never married,Men,50-59 years,8754,2013,1
1926,Never married,Men,60-69 years,4424,2013,1
1927,Never married,Men,70-79 years,1277,2013,1
1928,Never married,Men,80-89 years,308,2013,1
1929,Never married,Men,90-99 years,42,2013,1
1930,Never married,Men,100-109 years,1,2013,1
1931,Never married,Men,110 years +,0,2013,1
1932,Never married,Women,0-9 years,31426,2013,1
1933,Never married,Women,10-19 years,22269,2013,1
1934,Never married,Women,20-29 years,64535,2013,1
1935,Never married,Women,30-39 years,29276,2013,1
1936,Never married,Women,40-49 years,12218,2013,1
1937,Never married,Women,50-59 years,6578,2013,1
1938,Never married,Women,60-69 years,3427,2013,1
1939,Never married,Women,70-79 years,1150,2013,1
1940,Never married,Women,80-89 years,683,2013,1
1941,Never married,Women,90-99 years,242,2013,1
1942,Never married,Women,100-109 years,14,2013,1
1943,Never married,Women,110 years +,0,2013,1
1944,Married/separated,Men,0-9 years,0,2013,1
1945,Married/separated,Men,10-19 years,9,2013,1
1946,Married/separated,Men,20-29 years,3361,2013,1
1947,Married/separated,Men,30-39 years,18014,2013,1
1948,Married/separated,Men,40-49 years,17074,2013,1
1949,Married/separated,Men,50-59 years,12777,2013,1
1950,Married/separated,Men,60-69 years,11329,2013,1
1951,Married/separated,Men,70-79 years,5299,2013,1
1952,Married/separated,Men,80-89 years,1631,2013,1
1953,Married/separated,Men,90-99 years,221,2013,1
1954,Married/separated,Men,100-109 years,1,2013,1
1955,Married/separated,Men,110 years +,0,2013,1
1956,Married/separated,Women,0-9 years,0,2013,1
1957,Married/separated,Women,10-19 years,28,2013,1
1958,Married/separated,Women,20-29 years,6032,2013,1
1959,Married/separated,Women,30-39 years,20109,2013,1
1960,Married/separated,Women,40-49 years,15423,2013,1
1961,Married/separated,Women,50-59 years,11947,2013,1
1962,Married/separated,Women,60-69 years,9782,2013,1
1963,Married/separated,Women,70-79 years,3895,2013,1
1964,Married/separated,Women,80-89 years,1095,2013,1
1965,Married/separated,Women,90-99 years,102,2013,1
1966,Married/separated,Women,100-109 years,3,2013,1
1967,Married/separated,Women,110 years +,0,2013,1
1968,Widowed,Men,0-9 years,0,2013,1
1969,Widowed,Men,10-19 years,0,2013,1
1970,Widowed,Men,20-29 years,0,2013,1
1971,Widowed,Men,30-39 years,40,2013,1
1972,Widowed,Men,40-49 years,114,2013,1
1973,Widowed,Men,50-59 years,301,2013,1
1974,Widowed,Men,60-69 years,754,2013,1
1975,Widowed,Men,70-79 years,919,2013,1
1976,Widowed,Men,80-89 years,1032,2013,1
1977,Widowed,Men,90-99 years,364,2013,1
1978,Widowed,Men,100-109 years,8,2013,1
1979,Widowed,Men,110 years +,0,2013,1
1980,Widowed,Women,0-9 years,0,2013,1
1981,Widowed,Women,10-19 years,0,2013,1
1982,Widowed,Women,20-29 years,13,2013,1
1983,Widowed,Women,30-39 years,100,2013,1
1984,Widowed,Women,40-49 years,313,2013,1
1985,Widowed,Women,50-59 years,966,2013,1
1986,Widowed,Women,60-69 years,2456,2013,1
1987,Widowed,Women,70-79 years,3663,2013,1
1988,Widowed,Women,80-89 years,4482,2013,1
1989,Widowed,Women,90-99 years,1919,2013,1
1990,Widowed,Women,100-109 years,80,2013,1
1991,Widowed,Women,110 years +,0,2013,1
1992,Divorced,Men,0-9 years,0,2013,1
1993,Divorced,Men,10-19 years,0,2013,1
1994,Divorced,Men,20-29 years,204,2013,1
1995,Divorced,Men,30-39 years,2368,2013,1
1996,Divorced,Men,40-49 years,5551,2013,1
1997,Divorced,Men,50-59 years,5202,2013,1
1998,Divorced,Men,60-69 years,5067,2013,1
1999,Divorced,Men,70-79 years,2323,2013,1
2000,Divorced,Men,80-89 years,555,2013,1
2001,Divorced,Men,90-99 years,48,2013,1
2002,Divorced,Men,100-109 years,1,2013,1
2003,Divorced,Men,110 years +,0,2013,1
2004,Divorced,Women,0-9 years,0,2013,1
2005,Divorced,Women,10-19 years,0,2013,1
2006,Divorced,Women,20-29 years,455,2013,1
2007,Divorced,Women,30-39 years,3421,2013,1
2008,Divorced,Women,40-49 years,6432,2013,1
2009,Divorced,Women,50-59 years,6297,2013,1
2010,Divorced,Women,60-69 years,6900,2013,1
2011,Divorced,Women,70-79 years,3645,2013,1
2012,Divorced,Women,80-89 years,1447,2013,1
2013,Divorced,Women,90-99 years,352,2013,1
2014,Divorced,Women,100-109 years,9,2013,1
2015,Divorced,Women,110 years +,0,2013,1
2016,Never married,Men,0-9 years,33104,2013,2
2017,Never married,Men,10-19 years,22258,2013,2
2018,Never married,Men,20-29 years,59214,2013,2
2019,Never married,Men,30-39 years,37071,2013,2
2020,Never married,Men,40-49 years,16767,2013,2
2021,Never married,Men,50-59 years,8832,2013,2
2022,Never married,Men,60-69 years,4500,2013,2
2023,Never married,Men,70-79 years,1302,2013,2
2024,Never married,Men,80-89 years,308,2013,2
2025,Never married,Men,90-99 years,37,2013,2
2026,Never married,Men,100-109 years,1,2013,2
2027,Never married,Men,110 years +,0,2013,2
2028,Never married,Women,0-9 years,31516,2013,2
2029,Never married,Women,10-19 years,22233,2013,2
2030,Never married,Women,20-29 years,65520,2013,2
2031,Never married,Women,30-39 years,29668,2013,2
2032,Never married,Women,40-49 years,12329,2013,2
2033,Never married,Women,50-59 years,6631,2013,2
2034,Never married,Women,60-69 years,3489,2013,2
2035,Never married,Women,70-79 years,1159,2013,2
2036,Never married,Women,80-89 years,669,2013,2
2037,Never married,Women,90-99 years,225,2013,2
2038,Never married,Women,100-109 years,16,2013,2
2039,Never married,Women,110 years +,0,2013,2
2040,Married/separated,Men,0-9 years,0,2013,2
2041,Married/separated,Men,10-19 years,5,2013,2
2042,Married/separated,Men,20-29 years,3246,2013,2
2043,Married/separated,Men,30-39 years,17758,2013,2
2044,Married/separated,Men,40-49 years,17073,2013,2
2045,Married/separated,Men,50-59 years,12820,2013,2
2046,Married/separated,Men,60-69 years,11334,2013,2
2047,Married/separated,Men,70-79 years,5394,2013,2
2048,Married/separated,Men,80-89 years,1615,2013,2
2049,Married/separated,Men,90-99 years,220,2013,2
2050,Married/separated,Men,100-109 years,1,2013,2
2051,Married/separated,Men,110 years +,0,2013,2
2052,Married/separated,Women,0-9 years,0,2013,2
2053,Married/separated,Women,10-19 years,29,2013,2
2054,Married/separated,Women,20-29 years,5852,2013,2
2055,Married/separated,Women,30-39 years,19849,2013,2
2056,Married/separated,Women,40-49 years,15452,2013,2
2057,Married/separated,Women,50-59 years,11935,2013,2
2058,Married/separated,Women,60-69 years,9804,2013,2
2059,Married/separated,Women,70-79 years,3964,2013,2
2060,Married/separated,Women,80-89 years,1088,2013,2
2061,Married/separated,Women,90-99 years,102,2013,2
2062,Married/separated,Women,100-109 years,1,2013,2
2063,Married/separated,Women,110 years +,0,2013,2
2064,Widowed,Men,0-9 years,0,2013,2
2065,Widowed,Men,10-19 years,0,2013,2
2066,Widowed,Men,20-29 years,0,2013,2
2067,Widowed,Men,30-39 years,41,2013,2
2068,Widowed,Men,40-49 years,111,2013,2
2069,Widowed,Men,50-59 years,287,2013,2
2070,Widowed,Men,60-69 years,751,2013,2
2071,Widowed,Men,70-79 years,927,2013,2
2072,Widowed,Men,80-89 years,983,2013,2
2073,Widowed,Men,90-99 years,348,2013,2
2074,Widowed,Men,100-109 years,10,2013,2
2075,Widowed,Men,110 years +,0,2013,2
2076,Widowed,Women,0-9 years,0,2013,2
2077,Widowed,Women,10-19 years,0,2013,2
2078,Widowed,Women,20-29 years,12,2013,2
2079,Widowed,Women,30-39 years,104,2013,2
2080,Widowed,Women,40-49 years,311,2013,2
2081,Widowed,Women,50-59 years,979,2013,2
2082,Widowed,Women,60-69 years,2445,2013,2
2083,Widowed,Women,70-79 years,3645,2013,2
2084,Widowed,Women,80-89 years,4357,2013,2
2085,Widowed,Women,90-99 years,1905,2013,2
2086,Widowed,Women,100-109 years,79,2013,2
2087,Widowed,Women,110 years +,0,2013,2
2088,Divorced,Men,0-9 years,0,2013,2
