marital status	age	sex	district	1974Q1	1975Q1
Married / seperated	20-29 years	Women	Polling area - 3. Øst	748	665
Married / seperated	20-29 years	Women	Polling area - 4. Sundbyøster	490	449
Married / seperated	20-29 years	Women	Polling area - 4. Nord	870	838
Married / seperated	20-29 years	Women	Polling area - 4. Syd	517	492
Married / seperated	20-29 years	Women	Polling area - 4. Øst	375	340
Married / seperated	20-29 years	Women	Polling area - 5. Nørrebro	387	328
Married / seperated	20-29 years	Women	Polling area - 5. Nord	650	592
Married / seperated	20-29 years	Women	Polling area - 5. Nørrebrohallen	479	433
Married / seperated	20-29 years	Women	Polling area - 5. Syd	529	474
Married / seperated	20-29 years	Women	Polling area - 5. Øst	532	489
Married / seperated	20-29 years	Women	Polling area - 5. Vest	525	486
Married / seperated	20-29 years	Women	Polling area - 5. Nordvest	748	652
Married / seperated	20-29 years	Women	Polling area - 6. Bispebjerg	426	380
Married / seperated	20-29 years	Women	Polling area - 6. Vest	157	145
Married / seperated	20-29 years	Women	Polling area - 6. Nord	272	239
Married / seperated	20-29 years	Women	Polling area - 6. Øst	72	61
Married / seperated	20-29 years	Women	Polling area - 6. Syd	416	372
Married / seperated	20-29 years	Women	Polling area - 7. Brønshøj	224	213
Married / seperated	20-29 years	Women	Polling area - 7. Nord	377	340
Married / seperated	20-29 years	Women	Polling area - 7. Syd	306	270
Married / seperated	20-29 years	Women	Polling area - 7. Øst	358	331
Married / seperated	20-29 years	Women	Polling area - 7. Vest	224	202
Married / seperated	20-29 years	Women	Polling area - 7. Nordvest	407	396
Married / seperated	20-29 years	Women	Polling area - 7. Katrinedal	177	160
Married / seperated	20-29 years	Women	Polling area - 7. Kirkebjerg	302	279
Married / seperated	20-29 years	Women	Polling area - 7. Vanløse	558	463
Married / seperated	20-29 years	Women	Polling area - 8. Valby	424	368
Married / seperated	20-29 years	Women	Polling area - 8. Nord	472	425
Married / seperated	20-29 years	Women	Polling area - 8. Syd	179	168
Married / seperated	20-29 years	Women	Polling area - 8. Vest	353	314
Married / seperated	20-29 years	Women	Polling area - 8. Sydøst	412	363
Married / seperated	20-29 years	Women	Polling area - 8. Midt	258	243
Married / seperated	20-29 years	Women	Polling area - 9. Vesterbro	510	425
Married / seperated	20-29 years	Women	Polling area - 9. Nord	666	592
Married / seperated	20-29 years	Women	Polling area - 9. Syd	443	400
Married / seperated	20-29 years	Women	Polling area - 9. Øst	460	416
Married / seperated	20-29 years	Women	Polling area - 9. Vest	406	356
Married / seperated	20-29 years	Women	Polling area - 9. Midt	155	128
Married / seperated	20-29 years	Women	Polling area - 9. Sydhavn	79	71
Married / seperated	30-39 years	Men	Copenhagen total	17875	17788
Married / seperated	30-39 years	Men	District - Indre By	1841	1906
Married / seperated	30-39 years	Men	District - Østerbro	2340	2348
Married / seperated	30-39 years	Men	District - Nørrebro	2428	2355
Married / seperated	30-39 years	Men	District - Vesterbro/Kongens Enghave	1849	1871
Married / seperated	30-39 years	Men	District - Valby	1770	1725
Married / seperated	30-39 years	Men	District - Vanløse	1250	1258
Married / seperated	30-39 years	Men	District - Brønshøj-Husum	1543	1511
Married / seperated	30-39 years	Men	District - Bispebjerg	1062	1106
Married / seperated	30-39 years	Men	District - Amager Øst	1714	1674
Married / seperated	30-39 years	Men	District - Amager Vest	2078	2034
Married / seperated	30-39 years	Men	Polling area - 1. Østerbro	431	456
Married / seperated	30-39 years	Men	Polling area - 1. Øst	216	227
Married / seperated	30-39 years	Men	Polling area - 1. Nord	203	211
Married / seperated	30-39 years	Men	Polling area - 1. Syd	601	565
Married / seperated	30-39 years	Men	Polling area - 1. Vest	349	338
Married / seperated	30-39 years	Men	Polling area - 1. Nordvest	540	551
Married / seperated	30-39 years	Men	Polling area - 2. Sundbyvester	588	578
Married / seperated	30-39 years	Men	Polling area - 2. Nord	564	571
Married / seperated	30-39 years	Men	Polling area - 2. Syd	196	156
Married / seperated	30-39 years	Men	Polling area - 2. Øst	421	418
Married / seperated	30-39 years	Men	Polling area - 2. Vest	309	311
Married / seperated	30-39 years	Men	Polling area - 3. Indre By	576	601
Married / seperated	30-39 years	Men	Polling area - 3. Nord	336	356
Married / seperated	30-39 years	Men	Polling area - 3. Syd	257	271
Married / seperated	30-39 years	Men	Polling area - 3. Øst	672	678
Married / seperated	30-39 years	Men	Polling area - 4. Sundbyøster	375	358
Married / seperated	30-39 years	Men	Polling area - 4. Nord	534	522
Married / seperated	30-39 years	Men	Polling area - 4. Syd	396	375
Married / seperated	30-39 years	Men	Polling area - 4. Øst	409	419
Married / seperated	30-39 years	Men	Polling area - 5. Nørrebro	214	231
Married / seperated	30-39 years	Men	Polling area - 5. Nord	313	327
Married / seperated	30-39 years	Men	Polling area - 5. Nørrebrohallen	337	311
Married / seperated	30-39 years	Men	Polling area - 5. Syd	371	356
Married / seperated	30-39 years	Men	Polling area - 5. Øst	366	327
Married / seperated	30-39 years	Men	Polling area - 5. Vest	352	351
Married / seperated	30-39 years	Men	Polling area - 5. Nordvest	475	452
Married / seperated	30-39 years	Men	Polling area - 6. Bispebjerg	261	282
Married / seperated	30-39 years	Men	Polling area - 6. Vest	137	143
Married / seperated	30-39 years	Men	Polling area - 6. Nord	261	268
Married / seperated	30-39 years	Men	Polling area - 6. Øst	77	86
Married / seperated	30-39 years	Men	Polling area - 6. Syd	326	327
Married / seperated	30-39 years	Men	Polling area - 7. Brønshøj	183	206
Married / seperated	30-39 years	Men	Polling area - 7. Nord	413	388
Married / seperated	30-39 years	Men	Polling area - 7. Syd	275	271
Married / seperated	30-39 years	Men	Polling area - 7. Øst	320	314
Married / seperated	30-39 years	Men	Polling area - 7. Vest	241	233
Married / seperated	30-39 years	Men	Polling area - 7. Nordvest	500	492
Married / seperated	30-39 years	Men	Polling area - 7. Katrinedal	147	149
Married / seperated	30-39 years	Men	Polling area - 7. Kirkebjerg	293	299
Married / seperated	30-39 years	Men	Polling area - 7. Vanløse	421	417
Married / seperated	30-39 years	Men	Polling area - 8. Valby	393	383
Married / seperated	30-39 years	Men	Polling area - 8. Nord	290	291
Married / seperated	30-39 years	Men	Polling area - 8. Syd	219	213
Married / seperated	30-39 years	Men	Polling area - 8. Vest	351	338
Married / seperated	30-39 years	Men	Polling area - 8. Sydøst	330	313
Married / seperated	30-39 years	Men	Polling area - 8. Midt	187	187
Married / seperated	30-39 years	Men	Polling area - 9. Vesterbro	345	341
Married / seperated	30-39 years	Men	Polling area - 9. Nord	432	457
Married / seperated	30-39 years	Men	Polling area - 9. Syd	282	273
Married / seperated	30-39 years	Men	Polling area - 9. Øst	402	408
Married / seperated	30-39 years	Men	Polling area - 9. Vest	267	269
Married / seperated	30-39 years	Men	Polling area - 9. Midt	83	89
Married / seperated	30-39 years	Men	Polling area - 9. Sydhavn	38	34
Married / seperated	30-39 years	Women	Copenhagen total	16938	16989
Married / seperated	30-39 years	Women	District - Indre By	1668	1710
Married / seperated	30-39 years	Women	District - Østerbro	2134	2186
Married / seperated	30-39 years	Women	District - Nørrebro	2151	2159
Married / seperated	30-39 years	Women	District - Vesterbro/Kongens Enghave	1634	1606
Married / seperated	30-39 years	Women	District - Valby	1800	1772
Married / seperated	30-39 years	Women	District - Vanløse	1226	1235
Married / seperated	30-39 years	Women	District - Brønshøj-Husum	1680	1665
Married / seperated	30-39 years	Women	District - Bispebjerg	1092	1106
Married / seperated	30-39 years	Women	District - Amager Øst	1584	1581
Married / seperated	30-39 years	Women	District - Amager Vest	1969	1969
Married / seperated	30-39 years	Women	Polling area - 1. Østerbro	392	407
Married / seperated	30-39 years	Women	Polling area - 1. Øst	223	212
Married / seperated	30-39 years	Women	Polling area - 1. Nord	231	237
Married / seperated	30-39 years	Women	Polling area - 1. Syd	543	551
Married / seperated	30-39 years	Women	Polling area - 1. Vest	341	360
Married / seperated	30-39 years	Women	Polling area - 1. Nordvest	404	419
Married / seperated	30-39 years	Women	Polling area - 2. Sundbyvester	596	601
Married / seperated	30-39 years	Women	Polling area - 2. Nord	557	550
Married / seperated	30-39 years	Women	Polling area - 2. Syd	110	80
Married / seperated	30-39 years	Women	Polling area - 2. Øst	448	466
Married / seperated	30-39 years	Women	Polling area - 2. Vest	258	272
Married / seperated	30-39 years	Women	Polling area - 3. Indre By	463	486
Married / seperated	30-39 years	Women	Polling area - 3. Nord	315	345
Married / seperated	30-39 years	Women	Polling area - 3. Syd	237	238
Married / seperated	30-39 years	Women	Polling area - 3. Øst	653	641
Married / seperated	30-39 years	Women	Polling area - 4. Sundbyøster	345	334
Married / seperated	30-39 years	Women	Polling area - 4. Nord	447	467
Married / seperated	30-39 years	Women	Polling area - 4. Syd	375	367
Married / seperated	30-39 years	Women	Polling area - 4. Øst	417	413
Married / seperated	30-39 years	Women	Polling area - 5. Nørrebro	207	207
Married / seperated	30-39 years	Women	Polling area - 5. Nord	281	285
Married / seperated	30-39 years	Women	Polling area - 5. Nørrebrohallen	320	306
Married / seperated	30-39 years	Women	Polling area - 5. Syd	298	293
Married / seperated	30-39 years	Women	Polling area - 5. Øst	306	312
Married / seperated	30-39 years	Women	Polling area - 5. Vest	309	316
Married / seperated	30-39 years	Women	Polling area - 5. Nordvest	430	440
Married / seperated	30-39 years	Women	Polling area - 6. Bispebjerg	257	266
Married / seperated	30-39 years	Women	Polling area - 6. Vest	166	157
Married / seperated	30-39 years	Women	Polling area - 6. Nord	259	271
Married / seperated	30-39 years	Women	Polling area - 6. Øst	102	103
Married / seperated	30-39 years	Women	Polling area - 6. Syd	308	309
Married / seperated	30-39 years	Women	Polling area - 7. Brønshøj	187	204
Married / seperated	30-39 years	Women	Polling area - 7. Nord	442	422
Married / seperated	30-39 years	Women	Polling area - 7. Syd	289	277
Married / seperated	30-39 years	Women	Polling area - 7. Øst	336	340
Married / seperated	30-39 years	Women	Polling area - 7. Vest	269	273
Married / seperated	30-39 years	Women	Polling area - 7. Nordvest	567	555
Married / seperated	30-39 years	Women	Polling area - 7. Katrinedal	139	141
Married / seperated	30-39 years	Women	Polling area - 7. Kirkebjerg	253	273
Married / seperated	30-39 years	Women	Polling area - 7. Vanløse	424	415
Married / seperated	30-39 years	Women	Polling area - 8. Valby	374	374
Married / seperated	30-39 years	Women	Polling area - 8. Nord	288	275
Married / seperated	30-39 years	Women	Polling area - 8. Syd	257	252
Married / seperated	30-39 years	Women	Polling area - 8. Vest	381	377
Married / seperated	30-39 years	Women	Polling area - 8. Sydøst	322	309
Married / seperated	30-39 years	Women	Polling area - 8. Midt	178	185
Married / seperated	30-39 years	Women	Polling area - 9. Vesterbro	329	334
Married / seperated	30-39 years	Women	Polling area - 9. Nord	356	328
Married / seperated	30-39 years	Women	Polling area - 9. Syd	311	289
Married / seperated	30-39 years	Women	Polling area - 9. Øst	332	323
Married / seperated	30-39 years	Women	Polling area - 9. Vest	199	210
Married / seperated	30-39 years	Women	Polling area - 9. Midt	68	78
Married / seperated	30-39 years	Women	Polling area - 9. Sydhavn	39	44
Married / seperated	40-49 years	Men	Copenhagen total	18059	16996
Married / seperated	40-49 years	Men	District - Indre By	1600	1554
Married / seperated	40-49 years	Men	District - Østerbro	2194	2080
Married / seperated	40-49 years	Men	District - Nørrebro	2210	2050
Married / seperated	40-49 years	Men	District - Vesterbro/Kongens Enghave	1887	1797
Married / seperated	40-49 years	Men	District - Valby	1933	1825
Married / seperated	40-49 years	Men	District - Vanløse	1359	1261
Married / seperated	40-49 years	Men	District - Brønshøj-Husum	2008	1869
Married / seperated	40-49 years	Men	District - Bispebjerg	1451	1309
Married / seperated	40-49 years	Men	District - Amager Øst	1715	1623
Married / seperated	40-49 years	Men	District - Amager Vest	1702	1628
Married / seperated	40-49 years	Men	Polling area - 1. Østerbro	396	374
Married / seperated	40-49 years	Men	Polling area - 1. Øst	198	189
Married / seperated	40-49 years	Men	Polling area - 1. Nord	248	220
Married / seperated	40-49 years	Men	Polling area - 1. Syd	559	530
Married / seperated	40-49 years	Men	Polling area - 1. Vest	326	320
Married / seperated	40-49 years	Men	Polling area - 1. Nordvest	467	447
Married / seperated	40-49 years	Men	Polling area - 2. Sundbyvester	490	460
Married / seperated	40-49 years	Men	Polling area - 2. Nord	469	461
Married / seperated	40-49 years	Men	Polling area - 2. Syd	128	103
Married / seperated	40-49 years	Men	Polling area - 2. Øst	403	398
Married / seperated	40-49 years	Men	Polling area - 2. Vest	212	206
Married / seperated	40-49 years	Men	Polling area - 3. Indre By	449	429
Married / seperated	40-49 years	Men	Polling area - 3. Nord	284	280
Married / seperated	40-49 years	Men	Polling area - 3. Syd	221	214
Married / seperated	40-49 years	Men	Polling area - 3. Øst	646	631
Married / seperated	40-49 years	Men	Polling area - 4. Sundbyøster	383	371
Married / seperated	40-49 years	Men	Polling area - 4. Nord	507	479
Married / seperated	40-49 years	Men	Polling area - 4. Syd	411	375
Married / seperated	40-49 years	Men	Polling area - 4. Øst	414	398
Married / seperated	40-49 years	Men	Polling area - 5. Nørrebro	276	249
Married / seperated	40-49 years	Men	Polling area - 5. Nord	312	292
Married / seperated	40-49 years	Men	Polling area - 5. Nørrebrohallen	303	293
Married / seperated	40-49 years	Men	Polling area - 5. Syd	298	269
Married / seperated	40-49 years	Men	Polling area - 5. Øst	282	260
Married / seperated	40-49 years	Men	Polling area - 5. Vest	341	308
Married / seperated	40-49 years	Men	Polling area - 5. Nordvest	398	379
Married / seperated	40-49 years	Men	Polling area - 6. Bispebjerg	356	320
Married / seperated	40-49 years	Men	Polling area - 6. Vest	239	205
Married / seperated	40-49 years	Men	Polling area - 6. Nord	330	298
Married / seperated	40-49 years	Men	Polling area - 6. Øst	172	147
Married / seperated	40-49 years	Men	Polling area - 6. Syd	354	339
Married / seperated	40-49 years	Men	Polling area - 7. Brønshøj	228	201
Married / seperated	40-49 years	Men	Polling area - 7. Nord	340	321
Married / seperated	40-49 years	Men	Polling area - 7. Syd	328	299
Married / seperated	40-49 years	Men	Polling area - 7. Øst	520	486
Married / seperated	40-49 years	Men	Polling area - 7. Vest	376	331
Married / seperated	40-49 years	Men	Polling area - 7. Nordvest	674	651
Married / seperated	40-49 years	Men	Polling area - 7. Katrinedal	177	157
Married / seperated	40-49 years	Men	Polling area - 7. Kirkebjerg	283	260
Married / seperated	40-49 years	Men	Polling area - 7. Vanløse	441	424
Married / seperated	40-49 years	Men	Polling area - 8. Valby	353	340
Married / seperated	40-49 years	Men	Polling area - 8. Nord	292	263
Married / seperated	40-49 years	Men	Polling area - 8. Syd	435	394
Married / seperated	40-49 years	Men	Polling area - 8. Vest	355	337
Married / seperated	40-49 years	Men	Polling area - 8. Sydøst	312	300
Married / seperated	40-49 years	Men	Polling area - 8. Midt	186	191
Married / seperated	40-49 years	Men	Polling area - 9. Vesterbro	370	357
Married / seperated	40-49 years	Men	Polling area - 9. Nord	371	349
Married / seperated	40-49 years	Men	Polling area - 9. Syd	385	357
Married / seperated	40-49 years	Men	Polling area - 9. Øst	323	317
Married / seperated	40-49 years	Men	Polling area - 9. Vest	263	251
Married / seperated	40-49 years	Men	Polling area - 9. Midt	123	113
Married / seperated	40-49 years	Men	Polling area - 9. Sydhavn	52	53
Married / seperated	40-49 years	Women	Copenhagen total	20005	18622
Married / seperated	40-49 years	Women	District - Indre By	1623	1553
Married / seperated	40-49 years	Women	District - Østerbro	2423	2220
Married / seperated	40-49 years	Women	District - Nørrebro	2382	2240
Married / seperated	40-49 years	Women	District - Vesterbro/Kongens Enghave	1983	1859
Married / seperated	40-49 years	Women	District - Valby	2175	2039
Married / seperated	40-49 years	Women	District - Vanløse	1577	1482
Married / seperated	40-49 years	Women	District - Brønshøj-Husum	2276	2080
Married / seperated	40-49 years	Women	District - Bispebjerg	1829	1640
