citizenship	age	sex	district	1980Q1	1981Q1	1982Q1	1983Q1	1984Q1
Denmark	50-54 years	Men	Polling area - 7. Vanløse	281	256	251	247	232
Denmark	50-54 years	Men	Polling area - 8. Valby	208	207	190	189	190
Denmark	50-54 years	Men	Polling area - 8. Nord	211	200	207	192	169
Denmark	50-54 years	Men	Polling area - 8. Syd	245	241	230	224	206
Denmark	50-54 years	Men	Polling area - 8. Vest	209	200	168	176	164
Denmark	50-54 years	Men	Polling area - 8. Sydøst	202	207	185	181	175
Denmark	50-54 years	Men	Polling area - 8. Midt	138	121	127	123	118
Denmark	50-54 years	Men	Polling area - 9. Vesterbro	256	221	200	202	198
Denmark	50-54 years	Men	Polling area - 9. Nord	293	272	236	224	219
Denmark	50-54 years	Men	Polling area - 9. Syd	273	245	233	218	216
Denmark	50-54 years	Men	Polling area - 9. Øst	244	243	230	212	207
Denmark	50-54 years	Men	Polling area - 9. Vest	238	238	227	198	175
Denmark	50-54 years	Men	Polling area - 9. Midt	127	112	107	116	111
Denmark	50-54 years	Men	Polling area - 9. Sydhavn	40	38	31	28	23
Denmark	50-54 years	Women	Copenhagen total	13798	12885	12111	11594	11079
Denmark	50-54 years	Women	District - Indre By	1133	1080	1051	1006	970
Denmark	50-54 years	Women	District - Østerbro	1766	1617	1494	1411	1339
Denmark	50-54 years	Women	District - Nørrebro	1604	1501	1380	1336	1234
Denmark	50-54 years	Women	District - Vesterbro/Kongens Enghave	1361	1249	1121	1057	1009
Denmark	50-54 years	Women	District - Valby	1475	1388	1323	1289	1258
Denmark	50-54 years	Women	District - Vanløse	1080	1008	984	956	917
Denmark	50-54 years	Women	District - Brønshøj-Husum	1437	1315	1238	1214	1146
Denmark	50-54 years	Women	District - Bispebjerg	1371	1281	1200	1123	1081
Denmark	50-54 years	Women	District - Amager Øst	1426	1316	1243	1148	1103
Denmark	50-54 years	Women	District - Amager Vest	1145	1130	1077	1054	1022
Denmark	50-54 years	Women	District - Unlocated	0	0	0	0	0
Denmark	50-54 years	Women	Polling area - 1. Østerbro	324	291	270	279	259
Denmark	50-54 years	Women	Polling area - 1. Øst	155	139	122	123	129
Denmark	50-54 years	Women	Polling area - 1. Nord	237	227	221	196	176
Denmark	50-54 years	Women	Polling area - 1. Syd	394	366	315	288	280
Denmark	50-54 years	Women	Polling area - 1. Vest	334	299	289	276	260
Denmark	50-54 years	Women	Polling area - 1. Nordvest	322	295	277	249	235
Denmark	50-54 years	Women	Polling area - 2. Sundbyvester	364	341	321	310	303
Denmark	50-54 years	Women	Polling area - 2. Nord	332	337	328	320	310
Denmark	50-54 years	Women	Polling area - 2. Syd	47	46	50	57	58
Denmark	50-54 years	Women	Polling area - 2. Øst	210	217	216	219	216
Denmark	50-54 years	Women	Polling area - 2. Vest	192	189	162	148	135
Denmark	50-54 years	Women	Polling area - 3. Indre By	329	293	288	262	256
Denmark	50-54 years	Women	Polling area - 3. Nord	230	216	208	199	183
Denmark	50-54 years	Women	Polling area - 3. Syd	162	149	148	161	160
Denmark	50-54 years	Women	Polling area - 3. Øst	412	422	407	384	371
Denmark	50-54 years	Women	Polling area - 4. Sundbyøster	338	287	270	244	248
Denmark	50-54 years	Women	Polling area - 4. Nord	457	433	429	399	359
Denmark	50-54 years	Women	Polling area - 4. Syd	303	285	254	230	234
Denmark	50-54 years	Women	Polling area - 4. Øst	328	311	290	275	262
Denmark	50-54 years	Women	Polling area - 5. Nørrebro	210	208	177	164	150
Denmark	50-54 years	Women	Polling area - 5. Nord	254	223	221	219	196
Denmark	50-54 years	Women	Polling area - 5. Nørrebrohallen	258	250	233	225	220
Denmark	50-54 years	Women	Polling area - 5. Syd	179	159	143	134	132
Denmark	50-54 years	Women	Polling area - 5. Øst	185	176	167	158	134
Denmark	50-54 years	Women	Polling area - 5. Vest	216	206	187	184	169
Denmark	50-54 years	Women	Polling area - 5. Nordvest	302	279	252	252	233
Denmark	50-54 years	Women	Polling area - 6. Bispebjerg	332	301	299	287	289
Denmark	50-54 years	Women	Polling area - 6. Vest	239	207	205	191	178
Denmark	50-54 years	Women	Polling area - 6. Nord	306	301	272	252	247
Denmark	50-54 years	Women	Polling area - 6. Øst	185	168	149	136	120
Denmark	50-54 years	Women	Polling area - 6. Syd	309	304	275	257	247
Denmark	50-54 years	Women	Polling area - 7. Brønshøj	152	147	135	133	120
Denmark	50-54 years	Women	Polling area - 7. Nord	167	153	149	160	164
Denmark	50-54 years	Women	Polling area - 7. Syd	284	279	270	263	251
Denmark	50-54 years	Women	Polling area - 7. Øst	427	402	373	364	340
Denmark	50-54 years	Women	Polling area - 7. Vest	353	292	250	239	219
Denmark	50-54 years	Women	Polling area - 7. Nordvest	421	399	396	388	374
Denmark	50-54 years	Women	Polling area - 7. Katrinedal	162	142	145	126	121
Denmark	50-54 years	Women	Polling area - 7. Kirkebjerg	219	200	191	176	175
Denmark	50-54 years	Women	Polling area - 7. Vanløse	332	309	313	321	299
Denmark	50-54 years	Women	Polling area - 8. Valby	253	237	229	219	230
Denmark	50-54 years	Women	Polling area - 8. Nord	268	243	235	223	211
Denmark	50-54 years	Women	Polling area - 8. Syd	319	292	276	281	276
Denmark	50-54 years	Women	Polling area - 8. Vest	262	247	227	229	205
Denmark	50-54 years	Women	Polling area - 8. Sydøst	201	204	198	178	185
Denmark	50-54 years	Women	Polling area - 8. Midt	172	165	158	159	151
Denmark	50-54 years	Women	Polling area - 9. Vesterbro	239	222	207	191	186
Denmark	50-54 years	Women	Polling area - 9. Nord	242	227	193	182	177
Denmark	50-54 years	Women	Polling area - 9. Syd	324	293	264	265	242
Denmark	50-54 years	Women	Polling area - 9. Øst	185	169	155	138	127
Denmark	50-54 years	Women	Polling area - 9. Vest	205	198	181	159	154
Denmark	50-54 years	Women	Polling area - 9. Midt	120	97	84	86	88
Denmark	50-54 years	Women	Polling area - 9. Sydhavn	46	43	37	36	35
Denmark	55-59 years	Men	Copenhagen total	14912	13769	12818	12111	11594
Denmark	55-59 years	Men	District - Indre By	1225	1146	1124	1053	1017
Denmark	55-59 years	Men	District - Østerbro	1696	1574	1467	1397	1354
Denmark	55-59 years	Men	District - Nørrebro	1799	1644	1475	1374	1296
Denmark	55-59 years	Men	District - Vesterbro/Kongens Enghave	1666	1562	1453	1375	1339
Denmark	55-59 years	Men	District - Valby	1559	1395	1323	1258	1207
Denmark	55-59 years	Men	District - Vanløse	1099	1052	960	915	889
Denmark	55-59 years	Men	District - Brønshøj-Husum	1512	1390	1280	1181	1122
Denmark	55-59 years	Men	District - Bispebjerg	1536	1385	1287	1227	1144
Denmark	55-59 years	Men	District - Amager Øst	1508	1369	1256	1202	1166
Denmark	55-59 years	Men	District - Amager Vest	1312	1252	1193	1129	1060
Denmark	55-59 years	Men	District - Unlocated	0	0	0	0	0
Denmark	55-59 years	Men	Polling area - 1. Østerbro	369	330	299	292	273
Denmark	55-59 years	Men	Polling area - 1. Øst	144	143	132	110	111
Denmark	55-59 years	Men	Polling area - 1. Nord	191	182	160	152	153
Denmark	55-59 years	Men	Polling area - 1. Syd	349	331	302	298	296
Denmark	55-59 years	Men	Polling area - 1. Vest	324	292	279	269	246
Denmark	55-59 years	Men	Polling area - 1. Nordvest	319	296	295	276	275
Denmark	55-59 years	Men	Polling area - 2. Sundbyvester	354	332	316	292	283
Denmark	55-59 years	Men	Polling area - 2. Nord	427	404	356	336	308
Denmark	55-59 years	Men	Polling area - 2. Syd	148	148	142	136	115
Denmark	55-59 years	Men	Polling area - 2. Øst	201	208	214	206	207
Denmark	55-59 years	Men	Polling area - 2. Vest	182	160	165	159	147
Denmark	55-59 years	Men	Polling area - 3. Indre By	370	331	341	313	284
Denmark	55-59 years	Men	Polling area - 3. Nord	234	229	228	200	202
Denmark	55-59 years	Men	Polling area - 3. Syd	195	182	180	181	170
Denmark	55-59 years	Men	Polling area - 3. Øst	426	404	375	359	361
Denmark	55-59 years	Men	Polling area - 4. Sundbyøster	367	336	311	305	292
Denmark	55-59 years	Men	Polling area - 4. Nord	446	418	387	380	376
Denmark	55-59 years	Men	Polling area - 4. Syd	377	334	287	261	244
Denmark	55-59 years	Men	Polling area - 4. Øst	318	281	271	256	254
Denmark	55-59 years	Men	Polling area - 5. Nørrebro	247	253	211	213	198
Denmark	55-59 years	Men	Polling area - 5. Nord	270	245	217	196	186
Denmark	55-59 years	Men	Polling area - 5. Nørrebrohallen	242	236	215	195	189
Denmark	55-59 years	Men	Polling area - 5. Syd	204	151	114	103	109
Denmark	55-59 years	Men	Polling area - 5. Øst	205	187	181	175	154
Denmark	55-59 years	Men	Polling area - 5. Vest	276	250	229	200	166
Denmark	55-59 years	Men	Polling area - 5. Nordvest	355	322	308	292	294
Denmark	55-59 years	Men	Polling area - 6. Bispebjerg	359	318	313	289	264
Denmark	55-59 years	Men	Polling area - 6. Vest	267	253	220	226	220
Denmark	55-59 years	Men	Polling area - 6. Nord	358	320	304	285	259
Denmark	55-59 years	Men	Polling area - 6. Øst	216	192	172	151	126
Denmark	55-59 years	Men	Polling area - 6. Syd	336	302	278	276	275
Denmark	55-59 years	Men	Polling area - 7. Brønshøj	139	138	130	118	106
Denmark	55-59 years	Men	Polling area - 7. Nord	131	140	136	133	136
Denmark	55-59 years	Men	Polling area - 7. Syd	273	256	227	227	220
Denmark	55-59 years	Men	Polling area - 7. Øst	406	359	340	330	322
Denmark	55-59 years	Men	Polling area - 7. Vest	444	401	354	294	263
Denmark	55-59 years	Men	Polling area - 7. Nordvest	469	427	392	374	368
Denmark	55-59 years	Men	Polling area - 7. Katrinedal	147	138	125	130	136
Denmark	55-59 years	Men	Polling area - 7. Kirkebjerg	219	219	206	185	178
Denmark	55-59 years	Men	Polling area - 7. Vanløse	383	364	330	305	282
Denmark	55-59 years	Men	Polling area - 8. Valby	279	257	235	215	202
Denmark	55-59 years	Men	Polling area - 8. Nord	245	227	219	219	223
Denmark	55-59 years	Men	Polling area - 8. Syd	322	282	267	255	242
Denmark	55-59 years	Men	Polling area - 8. Vest	286	252	235	216	204
Denmark	55-59 years	Men	Polling area - 8. Sydøst	232	192	207	208	200
Denmark	55-59 years	Men	Polling area - 8. Midt	195	185	160	145	136
Denmark	55-59 years	Men	Polling area - 9. Vesterbro	280	264	250	220	225
Denmark	55-59 years	Men	Polling area - 9. Nord	321	298	264	250	231
Denmark	55-59 years	Men	Polling area - 9. Syd	377	351	326	301	303
Denmark	55-59 years	Men	Polling area - 9. Øst	237	220	202	200	193
Denmark	55-59 years	Men	Polling area - 9. Vest	259	237	225	230	218
Denmark	55-59 years	Men	Polling area - 9. Midt	141	150	148	140	137
Denmark	55-59 years	Men	Polling area - 9. Sydhavn	51	42	38	34	32
Denmark	55-59 years	Women	Copenhagen total	18454	17038	15819	14809	13819
Denmark	55-59 years	Women	District - Indre By	1352	1263	1207	1099	1035
Denmark	55-59 years	Women	District - Østerbro	2289	2112	2003	1883	1795
Denmark	55-59 years	Women	District - Nørrebro	2000	1831	1671	1547	1447
Denmark	55-59 years	Women	District - Vesterbro/Kongens Enghave	1770	1609	1515	1417	1271
Denmark	55-59 years	Women	District - Valby	1993	1863	1731	1607	1506
Denmark	55-59 years	Women	District - Vanløse	1575	1420	1282	1202	1126
Denmark	55-59 years	Women	District - Brønshøj-Husum	1927	1834	1708	1632	1491
Denmark	55-59 years	Women	District - Bispebjerg	2204	1999	1812	1667	1520
Denmark	55-59 years	Women	District - Amager Øst	1923	1783	1631	1551	1445
Denmark	55-59 years	Women	District - Amager Vest	1421	1324	1259	1204	1183
Denmark	55-59 years	Women	District - Unlocated	0	0	0	0	0
Denmark	55-59 years	Women	Polling area - 1. Østerbro	413	368	342	324	322
Denmark	55-59 years	Women	Polling area - 1. Øst	215	198	201	175	149
Denmark	55-59 years	Women	Polling area - 1. Nord	317	305	274	272	275
Denmark	55-59 years	Women	Polling area - 1. Syd	451	395	389	366	341
Denmark	55-59 years	Women	Polling area - 1. Vest	473	444	403	371	344
Denmark	55-59 years	Women	Polling area - 1. Nordvest	420	402	394	375	364
Denmark	55-59 years	Women	Polling area - 2. Sundbyvester	459	404	385	382	371
Denmark	55-59 years	Women	Polling area - 2. Nord	458	422	379	365	361
Denmark	55-59 years	Women	Polling area - 2. Syd	86	81	68	70	73
Denmark	55-59 years	Women	Polling area - 2. Øst	206	222	229	205	198
Denmark	55-59 years	Women	Polling area - 2. Vest	212	195	198	182	180
Denmark	55-59 years	Women	Polling area - 3. Indre By	356	345	327	315	284
Denmark	55-59 years	Women	Polling area - 3. Nord	296	288	262	243	226
Denmark	55-59 years	Women	Polling area - 3. Syd	207	179	179	151	144
Denmark	55-59 years	Women	Polling area - 3. Øst	493	451	439	390	381
Denmark	55-59 years	Women	Polling area - 4. Sundbyøster	475	433	391	361	326
Denmark	55-59 years	Women	Polling area - 4. Nord	566	544	500	486	465
Denmark	55-59 years	Women	Polling area - 4. Syd	477	425	386	358	322
Denmark	55-59 years	Women	Polling area - 4. Øst	405	381	354	346	332
Denmark	55-59 years	Women	Polling area - 5. Nørrebro	284	260	242	206	190
Denmark	55-59 years	Women	Polling area - 5. Nord	322	311	288	256	233
Denmark	55-59 years	Women	Polling area - 5. Nørrebrohallen	276	252	249	255	237
Denmark	55-59 years	Women	Polling area - 5. Syd	214	180	156	154	143
Denmark	55-59 years	Women	Polling area - 5. Øst	202	193	182	166	165
Denmark	55-59 years	Women	Polling area - 5. Vest	321	272	243	208	200
Denmark	55-59 years	Women	Polling area - 5. Nordvest	381	363	311	302	279
Denmark	55-59 years	Women	Polling area - 6. Bispebjerg	602	544	465	410	355
Denmark	55-59 years	Women	Polling area - 6. Vest	332	315	295	277	259
Denmark	55-59 years	Women	Polling area - 6. Nord	492	428	397	391	361
Denmark	55-59 years	Women	Polling area - 6. Øst	334	312	279	244	226
Denmark	55-59 years	Women	Polling area - 6. Syd	444	400	376	345	319
Denmark	55-59 years	Women	Polling area - 7. Brønshøj	204	176	156	154	141
Denmark	55-59 years	Women	Polling area - 7. Nord	164	175	171	167	150
Denmark	55-59 years	Women	Polling area - 7. Syd	317	293	284	288	283
Denmark	55-59 years	Women	Polling area - 7. Øst	508	517	499	476	447
Denmark	55-59 years	Women	Polling area - 7. Vest	557	523	485	449	395
Denmark	55-59 years	Women	Polling area - 7. Nordvest	597	547	494	473	435
Denmark	55-59 years	Women	Polling area - 7. Katrinedal	226	214	192	170	157
Denmark	55-59 years	Women	Polling area - 7. Kirkebjerg	278	248	236	228	226
Denmark	55-59 years	Women	Polling area - 7. Vanløse	651	561	473	429	383
Denmark	55-59 years	Women	Polling area - 8. Valby	364	333	288	272	248
Denmark	55-59 years	Women	Polling area - 8. Nord	398	363	344	310	295
Denmark	55-59 years	Women	Polling area - 8. Syd	377	370	355	320	306
Denmark	55-59 years	Women	Polling area - 8. Vest	344	319	288	274	266
Denmark	55-59 years	Women	Polling area - 8. Sydøst	243	225	217	215	210
Denmark	55-59 years	Women	Polling area - 8. Midt	267	253	239	216	181
Denmark	55-59 years	Women	Polling area - 9. Vesterbro	294	267	238	216	203
Denmark	55-59 years	Women	Polling area - 9. Nord	261	246	252	231	214
Denmark	55-59 years	Women	Polling area - 9. Syd	479	446	421	388	344
Denmark	55-59 years	Women	Polling area - 9. Øst	212	187	171	163	149
Denmark	55-59 years	Women	Polling area - 9. Vest	270	239	214	212	186
Denmark	55-59 years	Women	Polling area - 9. Midt	196	172	170	160	136
Denmark	55-59 years	Women	Polling area - 9. Sydhavn	58	52	49	47	39
Denmark	60-64 years	Men	Copenhagen total	14932	14734	14322	13859	13268
Denmark	60-64 years	Men	District - Indre By	1147	1136	1097	1067	1042
Denmark	60-64 years	Men	District - Østerbro	1649	1636	1671	1588	1517
Denmark	60-64 years	Men	District - Nørrebro	1746	1678	1610	1549	1491
Denmark	60-64 years	Men	District - Vesterbro/Kongens Enghave	1680	1661	1565	1537	1442
Denmark	60-64 years	Men	District - Valby	1497	1524	1490	1463	1412
Denmark	60-64 years	Men	District - Vanløse	1200	1170	1100	1067	1015
Denmark	60-64 years	Men	District - Brønshøj-Husum	1425	1450	1459	1438	1375
Denmark	60-64 years	Men	District - Bispebjerg	1796	1770	1703	1618	1524
Denmark	60-64 years	Men	District - Amager Øst	1578	1512	1470	1432	1352
Denmark	60-64 years	Men	District - Amager Vest	1214	1197	1157	1100	1098
Denmark	60-64 years	Men	District - Unlocated	0	0	0	0	0
Denmark	60-64 years	Men	Polling area - 1. Østerbro	339	328	322	304	303
Denmark	60-64 years	Men	Polling area - 1. Øst	131	128	137	141	130
Denmark	60-64 years	Men	Polling area - 1. Nord	226	215	225	212	197
Denmark	60-64 years	Men	Polling area - 1. Syd	356	328	325	309	292
Denmark	60-64 years	Men	Polling area - 1. Vest	304	323	327	307	302
Denmark	60-64 years	Men	Polling area - 1. Nordvest	293	314	335	315	293
Denmark	60-64 years	Men	Polling area - 2. Sundbyvester	358	317	316	313	303
Denmark	60-64 years	Men	Polling area - 2. Nord	402	408	373	341	349
Denmark	60-64 years	Men	Polling area - 2. Syd	125	124	108	103	121
Denmark	60-64 years	Men	Polling area - 2. Øst	152	173	185	186	178
Denmark	60-64 years	Men	Polling area - 2. Vest	177	175	175	157	147
Denmark	60-64 years	Men	Polling area - 3. Indre By	334	359	338	318	304
Denmark	60-64 years	Men	Polling area - 3. Nord	242	231	225	218	213
Denmark	60-64 years	Men	Polling area - 3. Syd	173	170	161	180	189
Denmark	60-64 years	Men	Polling area - 3. Øst	398	376	373	351	336
Denmark	60-64 years	Men	Polling area - 4. Sundbyøster	388	377	371	357	329
Denmark	60-64 years	Men	Polling area - 4. Nord	463	448	425	418	404
Denmark	60-64 years	Men	Polling area - 4. Syd	400	368	361	342	329
Denmark	60-64 years	Men	Polling area - 4. Øst	327	319	313	315	290
Denmark	60-64 years	Men	Polling area - 5. Nørrebro	217	226	224	209	208
Denmark	60-64 years	Men	Polling area - 5. Nord	249	241	240	234	226
Denmark	60-64 years	Men	Polling area - 5. Nørrebrohallen	251	241	229	227	230
Denmark	60-64 years	Men	Polling area - 5. Syd	190	155	139	138	117
Denmark	60-64 years	Men	Polling area - 5. Øst	192	185	173	169	169
Denmark	60-64 years	Men	Polling area - 5. Vest	260	270	248	234	226
Denmark	60-64 years	Men	Polling area - 5. Nordvest	387	360	357	338	315
Denmark	60-64 years	Men	Polling area - 6. Bispebjerg	466	444	397	368	355
Denmark	60-64 years	Men	Polling area - 6. Vest	290	292	310	284	249
Denmark	60-64 years	Men	Polling area - 6. Nord	423	420	380	380	355
Denmark	60-64 years	Men	Polling area - 6. Øst	259	259	256	251	240
Denmark	60-64 years	Men	Polling area - 6. Syd	358	355	360	335	325
Denmark	60-64 years	Men	Polling area - 7. Brønshøj	164	147	138	123	114
Denmark	60-64 years	Men	Polling area - 7. Nord	112	119	122	118	114
Denmark	60-64 years	Men	Polling area - 7. Syd	241	243	239	250	231
Denmark	60-64 years	Men	Polling area - 7. Øst	390	416	422	419	393
Denmark	60-64 years	Men	Polling area - 7. Vest	377	393	397	409	394
Denmark	60-64 years	Men	Polling area - 7. Nordvest	467	457	455	447	434
Denmark	60-64 years	Men	Polling area - 7. Katrinedal	181	170	146	123	123
Denmark	60-64 years	Men	Polling area - 7. Kirkebjerg	238	229	213	216	197
Denmark	60-64 years	Men	Polling area - 7. Vanløse	455	446	427	400	390
Denmark	60-64 years	Men	Polling area - 8. Valby	309	297	281	272	267
Denmark	60-64 years	Men	Polling area - 8. Nord	300	287	277	265	257
Denmark	60-64 years	Men	Polling area - 8. Syd	256	288	286	280	269
Denmark	60-64 years	Men	Polling area - 8. Vest	252	258	270	272	257
Denmark	60-64 years	Men	Polling area - 8. Sydøst	182	204	196	195	205
Denmark	60-64 years	Men	Polling area - 8. Midt	198	190	180	179	157
Denmark	60-64 years	Men	Polling area - 9. Vesterbro	278	277	265	262	246
Denmark	60-64 years	Men	Polling area - 9. Nord	259	279	264	276	250
Denmark	60-64 years	Men	Polling area - 9. Syd	411	387	363	353	331
